Track_Artist,Track,Artist,Release Date,Release Year,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Stimmung,Tempo,Key,Mode,Energy,Danceability,Beats per Bar,Track-URI,Album,Track-Popularity,Track-Bild,Artist-URI,Follower,Genre,Popularity,Artist-Bild
MagneticILLIT,Magnetic,ILLIT,3/25/2024,2024,USA2P2413259,93,161,255076355,115,90584540,86,202206901,2596912,,57656713,506476590,273521596,67,4716,137,9,423666,44,220481,1207,556784,659825,0,,,,,,,,,,,,,,,,
LollipopDarell,Lollipop,Darell,7/28/2023,2023,USSD12300307,94,158.2,275349653,37806,22826643,70,347506860,1553295,4349700,321239621,4767676439,2676837761,19,23875,96,37,3780737,29,5101044,5276,,1245874,1,,,,,,,,,,,,,,,,
La DiablaXavi,La Diabla,Xavi,12/2/2023,2023,USA2P2357356,95,155.9,649404552,27544,47789063,83,433839212,2750086,,414833,10603563,1795939912,29,16287,462,34,16509806,26,22603598,29401,,1380069,0,,,,,,,,,,,,,,,,
Boy's a Liar Pt. 2PinkPantheress,Boy's a Liar Pt. 2,PinkPantheress,2/3/2023,2023,GBAYE2300015,96,153.6,851085705,129047,50996176,70,211810152,2461166,3502547,955272568,8781020473,806434641,162,223173,6243,65,8655684,130,10207007,36847,13896129,2580691,1,,,,,,,,,,,,,,,,
SnoozeSZA,Snooze,SZA,12/9/2022,2022,USRC12204591,97,153.3,1013350808,108036,86470319,84,390677417,2521214,402338,97819766,887803828,560893301,154,559589,513,60,2707900,61,74611167,85113,17702595,3129609,1,,,,,,,,,,,,,,,,
BELLAKEOPeso Pluma,BELLAKEO,Peso Pluma,12/7/2023,2023,QMFMF2388143,98,153.1,359803580,26065,79152427,86,369321334,1839225,7208,74164945,874056250,4123457278,40,16952,69,63,18139662,51,20058510,7289,,1002835,1,,,,,,,,,,,,,,,,
Agora HillsDoja Cat,Agora Hills,Doja Cat,9/22/2023,2023,USRC12301954,99,152.8,509653100,66219,67521533,,48045203,986278,328562,88846508,544437406,1561456615,80,400206,14,78,9341155,39,23110274,19559,,4295361,1,,,,,,,,,,,,,,,,
Pradacassï¿,Prada,cassï¿,8/11/2023,2023,GBCEN2300147,100,152.5,609699748,128498,160755092,83,47611547,418343,2836,96934486,1090501901,113545664,129,123242,157,167,15480679,100,1210830,1073,25956265,,1,,,,,,,,,,,,,,,,
Montagem Rave EternoDj Samir,Montagem Rave Eterno,Dj Samir,5/2/2024,2024,GXD7G2413058,101,152.3,5157486,470,2924720,,1278618,27849,1100000,261,3900000,,3,,,2,39366,,,,,47658,0,,,,,,,,,,,,,,,,
Lil Boo ThangPaul Russell,Lil Boo Thang,Paul Russell,8/18/2023,2023,USAR12300323,102,152.1,242070373,3717,74130983,76,22907992,261664,2553106,312997953,3832221658,15593731,106,370635,5999,69,1792014,79,84425715,30713,670026,2219984,0,,,,,,,,,,,,,,,,
MONACOBad Bunny,MONACO,Bad Bunny,10/13/2023,2023,QMFME2364182,103,150.7,478150858,73306,51842133,78,113379734,1312763,1700998,182319546,2111289492,90954700,78,3533,39,56,15784760,53,17823388,12664,4374049,2255465,1,,,,,,,,,,,,,,,,
Laxed (Siren Beat)Jawsh 685,Laxed (Siren Beat),Jawsh 685,4/24/2020,2020,USSM12002399,104,150.5,61382407,724,1708319,43,9977490,20121,37726462,9239474,147837262,,15,10152,,5,59317,1,,,,3819161,0,exuberant,150,C,minor,high energy,very danceable,4,1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),69,https://i.scdn.co/image/ab67616d0000b2730f619e50cfa37c94e3f8300e,56mfhUDKa1vec6rSLZV5Eg,137010,,59,https://i.scdn.co/image/ab6761610000e5ebaa68b9e1caeac496ee2500ff
(It Goes Like) Nanana - EditPeggy Gou,(It Goes Like) Nanana - Edit,Peggy Gou,6/15/2023,2023,GBBKS2300080,105,150.4,460156070,163449,127827271,77,8183226,98257,530103,65920648,1032799567,56004473,,19514,,102,3034022,111,1132923,1312,9451176,9279625,0,,,,,,,,,,,,,,,,
Training SeasonDua Lipa,Training Season,Dua Lipa,2/15/2024,2024,GBAHT2301078,106,148.9,251153869,16811,92985554,76,66691067,961957,102884,34572688,431390500,2120552147,162,180711,57,127,33540073,116,10305245,3796,776717,2047771,0,,,,,,,,,,,,,,,,
Type ShitFuture,Type Shit,Future,3/22/2024,2024,USSM12402033,107,148.1,205206688,28064,84737651,84,39453253,672789,,,,232440923,99,3432,45,41,2943724,47,5897303,4527,7571301,900933,1,,,,,,,,,,,,,,,,
Armageddonaespa,Armageddon,aespa,5/27/2024,2024,KRA302400093,108,147.4,32942304,1262,26204483,74,57861795,1257935,,,,29510774,37,290,6,5,530831,33,21869,48,139164,29736,0,,,,,,,,,,,,,,,,
The BoxRoddy Ricch,The Box,Roddy Ricch,12/6/2019,2019,USAT21906978,109,146.6,1911559785,317345,87765033,78,441257231,4829633,4930490,561201008,4574447121,2077511,255,296948,181,138,55565,28,295741432,633414,168458097,11988760,1,upbeat,117,A♯/B♭­,minor,average energy,very danceable,4,0nbXyq5TXYPCO7pr3N8S4I,Please Excuse Me for Being Antisocial,80,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f,757aE44tKEUQEqRuT6GnEB,11143923,melodic rap,78,https://i.scdn.co/image/ab6761610000e5eb88d7900663b237167c4be332
INDUSTRY BABY (feat. Jack Harlow)Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,7/23/2021,2021,USSM12104539,110,145.3,2014959725,354831,87942438,70,1003346208,16856186,1750366,915814897,9558947943,3191316960,360,245228,925,109,3242122,74,75167268,9643,,12693846,1,,,,,,,,,,,,,,,,
PedroJaxomy,Pedro,Jaxomy,3/29/2024,2024,DEE862400427,111,144.6,168145583,27654,159737263,85,35008949,717214,,,,39149568,107,4448,,158,16345999,54,39577,482,3634381,2408838,0,,,,,,,,,,,,,,,,
Fast CarLuke Combs,Fast Car,Luke Combs,3/24/2023,2023,US6XF2200436,112,144.5,518988585,73116,58391498,80,107703759,768813,354036,74258021,924204888,103658014,117,673629,59,67,8306302,104,184924061,8889,728039,3108167,0,,,,,,,,,,,,,,,,
Bling-Bang-Bang-BornCreepy Nuts,Bling-Bang-Bang-Born,Creepy Nuts,1/7/2024,2024,JPU902305042,113,144,247399972,22222,13870528,80,389540239,4392933,,22950364,296522040,1041035733,53,807,,18,357941,17,537267,1928,,1069500,0,,,,,,,,,,,,,,,,
AestheticTollan Kim,Aesthetic,Tollan Kim,3/4/2022,2022,SGB502208576,114,144,5712985,2311,535908,44,3120073,56276,20114495,2452502310,33870791454,,4,22,,4,1397,1,21564,81,,249823,0,,,,,,,,,,,,,,,,
Sunflower - Spider-Man: Into the Spider-VersePost Malone,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,10/18/2018,2018,USUM71814888,116,143.9,3358704125,392082,123917182,79,2763188773,19410390,2714134,178829434,1597453878,484189798,351,273683,,86,809352,99,546367356,906813,,1569935,0,,,,,,,,,,,,,,,,
HandsDianï¿½,Hands,Dianï¿½,8/1/2022,2022,GBKPL2205333,115,143.9,126914,8,212,1,2435813922,7208467,33,188,6415,26630093,,658,,,,,,,,295,0,,,,,,,,,,,,,,,,
SaturnSZA,Saturn,SZA,2/24/2024,2024,USRC12400216,117,142.8,343090427,21104,154253718,87,38173339,34966,,,,196380893,120,158378,360,103,10995523,87,11441987,7496,166254,745798,0,,,,,,,,,,,,,,,,
Chegou a Hora de Ir para Cama (Playback)3 Palavrinhas,Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas,6/4/2024,2024,BXT622400190,118,142.4,,,,,39323383,44223,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
BelieverImagine Dragons,Believer,Imagine Dragons,1/31/2017,2017,USUM71700626,119,142.2,3006226762,33588,89243475,81,4495059988,42240881,5745117,453132709,5876458723,276194776,226,253782,388,118,1138425,71,614578695,844301,2943611,21306706,0,upbeat,125,A♯/B♭­,minor,high energy,very danceable,4,0pqnGHJpmpxLKifKRmU6WP,Evolve,85,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,53XhwfbYqKCa1cC15pYq2q,56094081,,87,https://i.scdn.co/image/ab6761610000e5ebab47d8dae2b24f5afe7f9d38
WAIT FOR U (feat. Drake & Tems)Future,WAIT FOR U (feat. Drake & Tems),Future,4/27/2022,2022,USSM12203789,120,141,787155930,18385,58397185,77,357772653,2590835,93166,95662104,836550889,3934416606,150,463665,1308,32,399388,69,182315884,53326,48937045,3534164,1,,,,,,,,,,,,,,,,
I KNOW ?Travis Scott,I KNOW ?,Travis Scott,7/28/2023,2023,USSM12305012,121,139.5,532605345,128534,31725858,81,97958347,1237197,3229,108595670,947194801,259363238,46,107637,57,33,1423258,40,6334599,8712,12785993,1861958,1,,,,,,,,,,,,,,,,
ANDOJere Klein,ANDO,Jere Klein,9/27/2023,2023,QMDA72363047,122,139,292789738,28591,30905957,72,406307035,809942,1900606,68341852,872862858,1969191415,11,1754,,15,8391160,1,764473,5168,,1195337,1,,,,,,,,,,,,,,,,
First ClassJack Harlow,First Class,Jack Harlow,4/8/2022,2022,USAT22203024,123,138.6,818858244,223609,49586777,71,231229581,2756840,1610614,624748318,6890780336,3849170813,148,666615,4406,37,759989,77,117451442,40907,24111168,4244972,1,,,,,,,,,,,,,,,,
FE!NTravis Scott,FE!N,Travis Scott,7/28/2023,2023,USSM12305010,124,137.8,659010786,129923,93969186,86,125203447,1990342,221,13787343,107398826,244390161,87,37314,361,46,2137898,38,3029375,651,14942955,1839283,1,,,,,,,,,,,,,,,,
Save Your Tears - LiveThe Weeknd,Save Your Tears - Live,The Weeknd,3/3/2023,2023,USUG12301493,125,137.7,3913988,545,1054122,40,1577017938,9304666,,,,2651764724,,25,,,,,526,,,,1,,,,,,,,,,,,,,,,
Losing Interest - Original MixGoovex,Losing Interest - Original Mix,Goovex,6/10/2024,2024,CA5KR2465999,126,136.4,126247886,5,5973,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
I Ain't WorriedOneRepublic,I Ain't Worried,OneRepublic,5/13/2022,2022,USUM72206227,127,136.2,1607421145,212406,160444270,83,409785349,3326477,247865,155593087,1825552705,2563240162,267,523907,3418,111,4754372,75,152770142,49622,,9091826,0,,,,,,,,,,,,,,,,
MI EX TENï¿½ï¿½A RAKAROL G,MI EX TENï¿½ï¿½A RA,KAROL G,8/10/2023,2023,USUG12305253,128,136.2,438796949,23959,34805394,78,509727241,2202866,1223804,46080266,782582119,1337889706,56,60758,959,29,3457921,38,38214505,9932,62622,865444,0,,,,,,,,,,,,,,,,
Drained of ColorExhumed,Drained of Color,Exhumed,8/30/2022,2022,US2642250302,129,134,158627,635,18765,16,2156140830,,9,422,4484,1318392,,29,,,,,1132,,,208,0,,,,,,,,,,,,,,,,
Mood (feat. iann dior)24kGoldn,Mood (feat. iann dior),24kGoldn,7/24/2020,2020,USQX92003025,130,133,1867736006,302486,82611625,76,747126783,10795292,2467227,160756733,1768836179,2069527154,329,931316,1897,273,3821598,85,240562062,13154,40756476,10228436,1,upbeat,91,G,minor,high energy,very danceable,4,4jPy3l0RUwlUI9T5XHBW2m,El Dorado,78,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5,6fWVd57NKTalqvmjRd2t8Z,2259219,,69,https://i.scdn.co/image/ab6761610000e5ebdbe6d377ce63a248c0108605
DynamiteBTS,Dynamite,BTS,8/21/2020,2020,QM7282022872,131,132.3,1872577908,144619,51186002,74,2638957320,62311179,3098499,662794945,5063720138,2199001119,323,351169,198,355,1888088,98,,,,7896781,0,,114,,,energy,danceable,,5QDLhrAOJJdNAmCTJ8xMyW,BE,79,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5,3kYFawNQVZ00FQbgs4rVBe,131815,,43,https://i.scdn.co/image/0078316432cdfb6733c3bde0dc61754d45442d0f
Looking Like a Wow End of Year 2023WasteLand,Looking Like a Wow End of Year 2023,WasteLand,12/10/2023,2023,GXBAV2381801,132,130.7,8327,3,8,,,,4200000,3646489,73318253,,,,,,,,,,,522,0,,,,,,,,,,,,,,,,
Someone You LovedLewis Capaldi,Someone You Loved,Lewis Capaldi,11/8/2018,2018,DEUM71807062,133,129.7,3427498835,338763,160553919,82,2153701892,20891433,1940473,212007614,2161032034,2333853734,408,600211,381,502,4834088,110,427212257,35754,,29266297,0,,110,C♯/D♭­,major,average energy,somewhat danceable,4,7qEHsqek33rTcFNT9PFqLf,Divinely Uninspired To A Hellish Extent,85,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,4GNC7GD6oZMSxPGyXy4MNB,13179777,soft pop,79,https://i.scdn.co/image/ab6761610000e5ebea7538654040e553a7b0fc28
Acrï¿½ï¿½sShakira,Acrï¿½ï¿½s,Shakira,5/11/2023,2023,USQX92302824,134,129.6,230849195,23091,12233221,64,363082908,5135848,4897595,104580759,1551501289,150614267,49,24103,214,25,319914,33,23525446,4705,,623446,0,,,,,,,,,,,,,,,,
Made You LookMeghan Trainor,Made You Look,Meghan Trainor,10/21/2022,2022,USSM12204574,135,129.5,720720922,74295,89509926,77,221078988,2557839,4687520,1252326407,15247253457,718932832,108,41268,5869,43,1491347,59,81828913,36462,,3086624,0,,,,,,,,,,,,,,,,
PHONK BRASILEIRO FRESCO (Slowed + Reverb)DJ MOIGUS,PHONK BRASILEIRO FRESCO (Slowed + Reverb),DJ MOIGUS,6/22/2023,2023,QZMEQ2306756,136,129.4,1378494,351,43395,34,1022331,22739,7702832,90289248,1272592848,,,,,,,,,,,5055,0,,,,,,,,,,,,,,,,
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]Shreya Ghoshal","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,5/29/2024,2024,INS182401602,137,129.1,2827545,62,1433870,,54330074,801621,,,,,,,,,,10,,,,562,0,,,,,,,,,,,,,,,,
vampireOlivia Rodrigo,vampire,Olivia Rodrigo,6/30/2023,2023,USUG12304091,138,128.9,998964097,90793,87801398,18,113450524,2108657,39464,152624014,1448207880,1111017294,173,161513,93,61,5239925,128,28318435,6759,4296515,4872257,1,,,,,,,,,,,,,,,,
Casca de BalaThullio Milionï¿½ï¿,Casca de Bala,Thullio Milionï¿½ï¿,3/1/2024,2024,BCAEW2400001,139,128.5,37157630,2052,30387641,74,63418833,427441,1600000,853176,8850449,149589609,11,190,,32,8460458,11,,,,42895,0,,,,,,,,,,,,,,,,
BackLOLA,Back,LOLA,8/3/2022,2022,UKQNV2100272,140,128,48428,92,15747,3,2123978358,5670850,111,102828,735317,,,46,,,,,,,,,0,,,,,,,,,,,,,,,,
PeopleLibianca,People,Libianca,12/5/2022,2022,QZTB52268087,141,127.8,631955547,121823,45030006,74,305998382,2647341,3168854,243797561,3233505931,704906130,145,122781,202,74,1217657,54,9017480,11289,8026553,6121126,1,,,,,,,,,,,,,,,,
Jedag Jedug Capcut 2024Afrian Af,Jedag Jedug Capcut 2024,Afrian Af,1/5/2024,2024,ATR981312465,142,127.4,,1,47,,,,3528100,37591836,688302023,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Lady Killers II (Christoph Andersson Remix)G-Eazy,Lady Killers II (Christoph Andersson Remix),G-Eazy,3/17/2024,2024,TCAIA2495220,143,127.3,94635338,10537,11716074,,944314,17943,1300000,182937084,1542242100,,13,,2,,,8,684557,1079,,1597467,1,,,,,,,,,,,,,,,,
I Don't Wanna WaitDavid Guetta,I Don't Wanna Wait,David Guetta,4/5/2024,2024,UKWLG2400013,144,126.9,114574238,10564,180987712,84,9134225,124326,299,4419373,79796400,3117914,87,86814,159,128,35099280,133,4503872,442,422718,,0,,,,,,,,,,,,,,,,
AbcJ Ross,Abc,J Ross,2/14/2023,2023,CLLU22300585,145,126.6,31867,5,51,1,1538564650,2066653,,,,,,174,,,,,,,,1178,0,,,,,,,,,,,,,,,,
La BachataManuel Turizo,La Bachata,Manuel Turizo,5/26/2022,2022,QZDYA1800087,146,126.2,1721045197,156941,97122096,81,798827877,3379928,1614275,209367923,2596777974,420585933,142,152522,1161,97,8709032,133,47203290,19769,,4817885,0,,,,,,,,,,,,,,,,
ıııııııııııııııııııııFLI:P,ııııııııııııııııııııı,FLI:P,4/7/2023,2023,FRX282306294,147,125.4,8028757,1972,488653,44,48533758,399664,8800000,256186613,3985974550,6879573,1,373,,,,,,,,220198,0,,,,,,,,,,,,,,,,
Peaches (feat. Daniel Caesar & Giveon)Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,3/19/2021,2021,USUM72102636,148,125.2,1612286123,282719,97390961,74,1019256266,10280320,1404274,502778982,4702037810,2889452237,348,569287,789,342,2587713,90,92111798,90598,,7848760,1,,,,,,,,,,,,,,,,
Don't Start NowDua Lipa,Don't Start Now,Dua Lipa,10/31/2019,2019,GBAHT1901121,149,124.6,2607121959,27023,143953432,78,1201600884,10239198,4725570,414013363,3535661993,2374637534,581,999941,954,632,4254903,118,313923242,99949,,13421701,0,,,,,,,,,,,,,,,,
Lucid DreamsJuice WRLD,Lucid Dreams,Juice WRLD,5/4/2018,2018,USUG11800685,150,123.9,2548389305,339306,75858140,78,987143411,9384427,1900813,44442433,338071383,274498079,153,69562,132,54,44264,36,259400789,552552,257459352,9308937,1,,84,,,energy,danceable,,285pBltuF7vW8TeWk8hdRR,Goodbye & Good Riddance,85,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,4MCBfE4596Uoi2O4DtmEMz,37967269,melodic rap,91,https://i.scdn.co/image/ab6761610000e5eb01ab50f1479f24a42804efd8
PROVENZAKAROL G,PROVENZA,KAROL G,4/22/2022,2022,USUM72205906,151,123.8,1185929926,103026,64847502,76,1229843060,5870729,1300337,251445963,2829294043,763687717,115,130158,688,75,7349218,90,92136339,29371,,3397861,0,,,,,,,,,,,,,,,,
WAP (feat. Megan Thee Stallion)Cardi B,WAP (feat. Megan Thee Stallion),Cardi B,8/7/2020,2020,USAT22005111,152,123.4,1325725696,171255,53040559,72,1329826741,15965491,8470921,1183499351,9539547626,181452145,222,91249,306,94,249116,50,184950173,397731,,4618794,1,somber,133,C♯/D♭­,major,average energy,very danceable,4,4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),74,https://i.scdn.co/image/ab67616d0000b273c450c89d3eb750d3535b0a0c,4kYSro6naA4h99UJvo89HB,24956456,,79,https://i.scdn.co/image/ab6761610000e5eb4e8a7e14e2f602eb9af24e31
SPOT!ZICO,SPOT!,ZICO,4/26/2024,2024,USA2P2421932,153,122.8,77757035,3407,35428519,81,100148771,2531168,999,46645177,366905484,24981456,27,1861,51,2,151901,20,633,98,,173263,0,,,,,,,,,,,,,,,,
Family MattersDrake,Family Matters,Drake,5/3/2024,2024,USUG12402984,154,122.7,72335127,8696,36774031,86,41492122,1034563,,,,166330702,38,1488,,16,1504365,60,3065493,2302,2401049,283217,1,,,,,,,,,,,,,,,,
AgainKurochuu,Again,Kurochuu,6/9/2024,2024,CA5KR2466577,155,122.5,136237285,2,219,2,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
Seven (feat. Latto) (Explicit Ver.)Jung Kook,Seven (feat. Latto) (Explicit Ver.),Jung Kook,7/14/2023,2023,USA2P2330093,156,122.4,1673557134,5495,91343768,80,397523735,10125293,341522,114990786,761760624,1800517153,86,23714,861,54,5286388,56,6442882,4352,,2310409,1,,,,,,,,,,,,,,,,
Last NightMorgan Wallen,Last Night,Morgan Wallen,1/31/2023,2023,USUG12300802,157,121.9,922010059,107189,61174155,79,141852059,567295,285414,61112010,811685466,182412108,106,18364,1846,7,33712,38,307115852,20065,13022144,2665347,1,,,,,,,,,,,,,,,,
Too SweetHozier,Too Sweet,Hozier,3/22/2024,2024,USSM12401865,35,231.6,532012790,23557,67488850,,62123098,923733,,,,384716227,221,15199,64,42,658517,47,31032977,23005,1516649,,0,,,,,,,,,,,,,,,,
Bad HabitsEd Sheeran,Bad Habits,Ed Sheeran,1/1/2020,2020,GBAHS2100318,159,120.8,1754311538,271758,62218811,74,958790883,7686994,1036355,225139300,2658904267,3526952174,454,1347725,1035,352,7318680,136,269834154,88143,17144484,15886717,0,,,,,,,,,,,,,,,,
QLONAKAROL G,QLONA,KAROL G,8/10/2023,2023,USUG12305257,160,120.7,850810162,56104,79334561,82,258553384,1174349,1167300,58820722,717259721,590681204,72,39951,4,57,7146260,83,32210732,12492,,1537093,1,,,,,,,,,,,,,,,,
Leave The Door OpenBruno Mars,Leave The Door Open,Bruno Mars,3/5/2021,2021,USAT22100906,161,120.1,1312168384,248793,50068571,75,993324548,9537455,1503567,369280607,3350704343,2421128623,308,557867,309,120,1553392,103,149304590,91366,,10288388,0,,,,,,,,,,,,,,,,
ııııııııııııııııııııııııııııııııı(ııııııııııııııı),ıııııııııııııııııı,ııııııııııııııı(ııııııııııııııı),1/5/2022,2022,JPKI02118106,162,119.5,548408,130,20518,24,1356336,17701,18000000,334009036,7041708832,,1,,,,,,,,,69763,0,,,,,,,,,,,,,,,,
good 4 uOlivia Rodrigo,good 4 u,Olivia Rodrigo,5/14/2021,2021,USUG12101245,163,117.8,2167768056,309421,72787213,79,773591065,11098007,1893481,1080682523,8186754429,2285796743,355,4835,1283,98,1610293,102,119030447,170032,19263268,,1,,,,,,,,,,,,,,,,
bad guyBillie Eilish,bad guy,Billie Eilish,3/29/2019,2019,USUM71900764,164,117.7,2516804300,296739,113315017,76,1779243626,26239833,3774645,177247662,1409756969,2066888119,432,353076,1024,258,3123258,174,229833113,534958,,18994040,0,,135,G,major,average energy,very danceable,4,2Fxmhks0bxGSBdJ92vM42m,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",80,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,6qqNVTkY8uBg9cP3Jd7DAH,105713405,,94,https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da
Seï¿½ï¿½oShawn Mendes,Seï¿½ï¿½o,Shawn Mendes,5/25/2018,2018,USUM71911283,165,117.6,2738293818,251033,108433327,74,2372399124,26919886,5815851,140938643,1859977153,2305437038,380,531893,378,570,2693006,89,337815285,426555,,15254141,0,,,,,,,,,,,,,,,,
DESPECHï¿ROSALï¿½,DESPECHï¿,ROSALï¿½,7/28/2022,2022,USSM12207207,166,116.9,1003487432,126402,88024543,73,621874255,2859234,2409247,476447290,6208638113,672233681,152,175614,1077,105,6388819,97,40988020,6129,,3205234,1,,,,,,,,,,,,,,,,
ROCKSTAR (feat. Roddy Ricch)DaBaby,ROCKSTAR (feat. Roddy Ricch),DaBaby,4/17/2020,2020,USUM72007941,167,116.7,1638836101,272933,50425049,70,1170441361,13667470,5241838,364560431,3869815694,201859518,216,298661,62,98,1699879,47,245618280,272002,,7646337,1,,90,B,major,high energy,very danceable,4,7ytR5pFWmSjzHJIeQkgog4,BLAME IT ON BABY,73,https://i.scdn.co/image/ab67616d0000b27320e08c8cc23f404d723b5647,4r63FhuTkUYltbVAg5TQnk,12419659,,79,https://i.scdn.co/image/ab6761610000e5ebbd6918901c1714560669f570
Eyes ClosedEd Sheeran,Eyes Closed,Ed Sheeran,3/23/2023,2023,GBAHS2201304,168,116.6,372423476,4473,21933393,71,131308671,1074684,1102985,38959591,830123390,961201576,132,644972,287,32,1018314,68,40613139,6969,,2886987,0,,,,,,,,,,,,,,,,
I Remember Everything (feat. Kacey Musgraves)Zach Bryan,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,8/24/2023,2023,USWB12304903,169,116.5,630373315,704,105320547,84,50938569,246731,215433,70110809,586454750,207483261,95,83414,35,47,9094602,112,147144967,33058,5597165,1673932,0,,,,,,,,,,,,,,,,
CirclesPost Malone,Circles,Post Malone,8/30/2019,2019,USUM71915699,170,116,2481391466,332437,124491320,80,1116323669,8490012,83111,26892604,273522601,841624305,355,1015731,413,311,1603280,69,448494186,212174,,13634519,0,,120,,,energy,danceable,,21jGcNKet2qwijlDFuPiPb,Hollywood's Bleeding,83,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,246dkjvS1zLTtiykXe5h60,46310296,,89,https://i.scdn.co/image/ab6761610000e5ebe17c0aa1714a03d62b5ce4e0
EL AMOR DE SU VIDAGrupo Frontera,EL AMOR DE SU VIDA,Grupo Frontera,8/3/2023,2023,DGA062382895,171,115.9,474590289,24891,25915889,78,577930708,1569516,1365,32754141,509287649,1484713132,27,15783,215,22,2762020,27,44676754,9094,774895,1173817,0,,,,,,,,,,,,,,,,
